User ID,Vehicle Model,Battery Capacity (kWh),Updated Battery Capacity (kWh),Battery Capacity with Degradation Min (kWh),Battery Capacity with Degradation Max (kWh),Charging Station ID,Charging Station Location,Region,Country,City Latitude,City Longitude,Charging Start Time,Charging End Time,Charging Date,Charging Starting Hour,Charging Ending Hour,Charging Duration (hours),Time of Day,Day of Week,Weekend,Holiday,Energy Consumed (kWh),Charging Rate (kW),State of Charge (Start %),State of Charge (End %),State of Charge Difference (%),State of Charge Category,Distance Driven (since last charge) (km),Temperature (°C),Charging Cost (USD),Vehicle Age (years),Charger Type,User Type,Is Energy Valid?,Is DC Fast Valid?
41,BMW i3,79.7992037611215,22.075419753889076,18.24871377945972,40.96253837729788,410,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-02 16:00:00,2024-01-02 18:58:00,2024-01-02,16:00:00,18:58:00,1.9623405401552507,Night,Sunday,Yes,No,67.51805822343026,6.897878329777162,62.52531776559165,80.86258863357027,18.337270867978617,Low,119.63099233488512,1.7961991592202589,29.222361949491813,1.9692327223244,Level 2,Casual Driver,No,Yes
42,Tesla Model 3,100.0,55.52894992694252,47.825729691089265,78.4341966933864,461,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-02 17:00:00,2024-01-02 18:15:00,2024-01-02,17:00:00,18:15:00,2.3977153605176023,Morning,Saturday,Yes,No,39.398742356080696,20.46036486895017,28.252298260726327,96.287092238838,68.03479397811168,Medium,111.01653950164392,-6.7882867269230225,26.619717748813557,2.941663235080507,Level 2,Commuter,Yes,Yes
43,BMW i3,85.0,25.235169165428594,17.69712715175,39.724402436375,391,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-02 18:00:00,2024-01-02 20:53:00,2024-01-02,18:00:00,20:53:00,1.373881357931789,Night,Saturday,Yes,No,12.049319706245154,29.468944357780007,36.636852158024986,66.97610432369274,30.33925216566775,Medium,83.24522142563875,4.120072735762916,32.04209859904496,4.0,Level 1,Commuter,Yes,Yes
44,Nissan Leaf,48.79648263973517,26.842267517500556,23.64,61.07,335,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-02 19:00:00,2024-01-02 19:45:00,2024-01-02,19:00:00,19:45:00,3.030202685230273,Afternoon,Friday,No,No,77.0536063752363,8.388039538136447,15.144122471302746,84.3423268685863,69.19820439728355,Medium,144.01398119262163,-5.516960666353465,6.364629693637992,1.0,DC Fast Charger,Casual Driver,No,No
45,Nissan Leaf,75.0,34.01830324047135,22.701587236625542,58.64576702794931,44,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-02 20:00:00,2024-01-02 22:29:00,2024-01-02,20:00:00,22:29:00,3.296056589144087,Morning,Wednesday,No,No,42.69140537961698,5.114613366354828,15.220938965012722,100.0,84.77906103498728,High,49.384266364222384,0.008098077745799515,30.037968888365,3.680052855954801,Level 2,Long-Distance Traveler,No,Yes
46,Tesla Model 3,62.0,51.94664633052678,49.25,80.77,27,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-02 21:00:00,2024-01-02 22:53:00,2024-01-02,21:00:00,22:53:00,3.877992452581901,Evening,Saturday,Yes,No,46.80719594482398,16.91833198373123,49.29876550655081,90.97067522699976,41.67190972044895,Medium,210.17109719106028,-17.799488350357635,10.608875787751984,1.0,DC Fast Charger,Commuter,Yes,No
47,Nissan Leaf,75.0,37.32525335228727,22.253196056774996,57.487423146668746,282,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-02 22:00:00,2024-01-03 01:06:00,2024-01-02,22:00:00,01:06:00,2.1051170788531968,Night,Sunday,Yes,No,67.47546614008147,49.60079964847686,63.035941874368895,81.75095350359373,18.71501162922484,Low,97.4539049287794,-16.003264087502096,19.03070021272089,5.0,Level 1,Commuter,No,Yes
48,Hyundai Kona,62.0,39.2,39.2,64.8,97,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-02 23:00:00,2024-01-02 23:37:00,2024-01-02,23:00:00,23:37:00,1.6336686079712066,Morning,Wednesday,No,No,30.710934027103814,6.35266144526304,76.12005335845825,76.68243090588436,0.5623775474261095,Low,18.93451548845076,-2.2804573448884073,18.131831711875755,0.0,Level 2,Commuter,Yes,Yes
49,Nissan Leaf,85.0,26.842267517500556,23.64,61.07,463,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-03 00:00:00,2024-01-03 01:57:00,2024-01-03,00:00:00,01:57:00,1.743435263200667,Night,Monday,No,No,42.69140537961698,14.149666187068805,77.80942281830983,87.94811448093188,10.138691662622051,Low,212.9403418082668,-20.248150372400488,13.112873665958404,1.0,Level 1,Casual Driver,No,Yes
50,BMW i3,100.0,28.140590409888617,17.170195190806645,38.54160835383193,36,New York,New York,United States,40.7128,-74.006,2024-01-03 01:00:00,2024-01-03 03:40:00,2024-01-03,01:00:00,03:40:00,2.2095428234972503,Afternoon,Saturday,Yes,No,8.713190575944605,49.2753455894196,27.196196012553663,86.89391764029943,59.69772162774577,Medium,170.47505412270155,-14.789955786649456,9.644101413904608,6.0,Level 2,Long-Distance Traveler,Yes,Yes
51,BMW i3,85.0,23.105810365399638,18.071110683137707,40.56387610789422,109,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-03 02:00:00,2024-01-03 02:48:00,2024-01-03,02:00:00,02:48:00,0.5123781829612861,Morning,Tuesday,No,No,9.06588081544948,40.17800199145749,13.873858113381532,93.62842306259267,79.75456494921114,High,226.2193631647091,-0.7266756656624216,24.50189331007889,2.6163324827383008,DC Fast Charger,Casual Driver,Yes,Yes
52,BMW i3,50.0,23.70625244874004,17.966626549999997,40.329342575,55,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-03 03:00:00,2024-01-03 05:06:00,2024-01-03,03:00:00,05:06:00,1.88926151834522,Morning,Saturday,Yes,No,58.73397361690925,13.175727296302622,71.37448250923295,83.86192690828396,12.487444399051014,Low,57.38072425225101,-16.69938602417507,28.10231005717249,3.0,Level 1,Commuter,No,Yes
53,BMW i3,50.0,18.8,18.8,42.2,192,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-03 04:00:00,2024-01-03 05:35:00,2024-01-03,04:00:00,05:35:00,3.3138023577161824,Morning,Wednesday,No,No,65.98624912728606,46.27844331315938,17.38966714207173,73.4380396237612,56.04837248168947,Medium,234.9966615729484,-22.06634772837446,18.84961040539716,0.0,Level 2,Long-Distance Traveler,No,Yes
54,Hyundai Kona,62.0,46.50069391286708,36.3468868927325,60.083629353292494,219,Los Angeles,California,United States,34.0536909,-118.242766,2024-01-03 05:00:00,2024-01-03 06:48:00,2024-01-03,05:00:00,06:48:00,1.9113031543827848,Night,Tuesday,No,No,74.99970643372605,35.92512612379792,80.41641729522466,87.28930579942039,6.872888504195728,Low,51.82835201742095,-7.885897974376582,34.08661865816688,5.0,DC Fast Charger,Long-Distance Traveler,No,No
55,Chevy Bolt,100.0,58.09088577546551,56.4801930375,61.186875790625,185,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-03 06:00:00,2024-01-03 07:55:00,2024-01-03,06:00:00,07:55:00,3.3140797633169585,Evening,Thursday,No,No,17.769436409407696,34.45824193725993,27.69749248619649,70.51026724863107,42.81277476243457,Medium,166.3114629994677,-6.831467122578062,9.798498137959154,4.0,DC Fast Charger,Casual Driver,Yes,No
56,Tesla Model 3,76.87610037599295,50.0,50.0,82.0,69,New York,New York,United States,40.7128,-74.006,2024-01-03 07:00:00,2024-01-03 09:33:00,2024-01-03,07:00:00,09:33:00,1.6783584198879236,Evening,Saturday,Yes,No,50.26893407436542,36.303372348344666,13.48827068689701,82.69521185847714,69.20694117158013,Medium,133.99209364319893,-16.087317032754655,38.94193996256931,0.0,DC Fast Charger,Casual Driver,Yes,No
57,BMW i3,69.88407424915135,22.12491757951949,18.24023,40.943495000000006,317,San Francisco,California,United States,37.7792588,-122.4193286,2024-01-03 08:00:00,2024-01-03 11:51:00,2024-01-03,08:00:00,11:51:00,3.873449980578508,Evening,Wednesday,No,No,76.45046498743068,11.339063162639302,55.389776083986256,63.67446343632872,8.284687352342466,Low,191.93791499432749,-11.986308316730884,30.192234438786446,2.0,Level 2,Commuter,No,Yes
58,Nissan Leaf,62.0,32.256879006500924,22.936118999999998,59.25164074999999,130,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-03 09:00:00,2024-01-03 12:59:00,2024-01-03,09:00:00,12:59:00,0.9179022472670976,Afternoon,Saturday,Yes,No,77.86372676031044,47.15400980350788,56.91742176324378,57.46568225034442,0.5482604871006416,Low,129.3894111090679,3.5926552477899896,28.30319111612704,3.0,DC Fast Charger,Casual Driver,No,Yes
59,BMW i3,100.0,29.519454768872905,16.91264226294454,37.96348422852445,55,Chicago,Illinois,United States,41.8755616,-87.6244212,2024-01-03 10:00:00,2024-01-03 12:59:00,2024-01-03,10:00:00,12:59:00,1.285283896923329,Morning,Saturday,Yes,No,21.89299267514347,25.37395430520664,64.66736188293022,80.22553380560572,15.558171922675498,Low,148.41561166314776,-14.95935126435815,8.637821690612405,7.0,DC Fast Charger,Casual Driver,Yes,No
60,Nissan Leaf,100.0,37.32525335228727,22.253196056774996,57.487423146668746,378,Houston,Texas,United States,29.7589382,-95.3676974,2024-01-03 11:00:00,2024-01-03 12:15:00,2024-01-03,11:00:00,12:15:00,2.413754936898993,Evening,Wednesday,No,No,71.28000416235402,40.61639923013172,26.156597950855197,89.92458852765273,63.76799057679753,Medium,140.46521317115082,0.5876282257385294,6.744728812226459,5.0,Level 2,Casual Driver,No,Yes
